No.;;Fast_Food;Sumber;Tipe;Jenis_Olahan;Label Daging;Label Sayur;Label Buah;Label Kacang;Bumbu;Singkong;Beras;Mie;Pengganti Nasi;Makanan Pokok;Label Snack;Lauk;Mentah;Label Minuman;Label Goreng;Rebus;Kukus;Panggang;Label Seafood;Label Tepung;Label Kuah;Label Pedas;Daging Ayam;Daging Kambing;Daging Babi;Daging Sapi;Ikan;Gambar
1275;Sapi daging sosis (Worst);;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://images.tokopedia.net/img/cache/700/product-1/2020/7/3/1982472/1982472_d7e37ee9-0836-4eb7-9d26-fe0b1f602bd3_300_300
1276;Sapi daleman segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/05/12/manfaat-jeroan-sapijpg-20220512025232.jpg
1277;Sapi dideh/darah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg
1278;Sapi ginjal segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1
1279;Sapi hati sosis (liverworst);;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg
1280;Sapi keleponan segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://asset.kompas.com/crops/T3UEAUZcyLPz2Kf7uAajNqm1DV0=/0x0:999x666/780x390/data/photo/2020/07/27/5f1e7ad5324dc.jpg
1281;Sapi liver segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/10/964e4fd5-7470-4799-a02f-1e8af6a83177.jpg
1282;Sapi otak segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://asset.kompas.com/crops/Zb2CWR9vmVrUUr6v372o4SJ8gs0=/0x0:1000x667/750x500/data/photo/2021/07/18/60f3913f44be3.jpg
1283;Sapi paru dendeng mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg
1284;Sapi paru goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200
1285;Sapi usus segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://images.tokopedia.net/img/cache/700/product-1/2020/6/14/8589094/8589094_bca7552d-86d6-4c95-899c-4915c124c74f_480_480.jpg
1286;Sapi, abon, asli;Tidak;Daging Sapi;Makanan Berat;Goreng;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;https://cdn0-production-images-kly.akamaized.net/vNpfUph2gxORnGfEnWKEPEgBdg8=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg
1287;Sarang Burung;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/03/19/ini-alasan-mengapa-air-liur-burung-walet-bisa-seharga-mobil-baru-1_169.jpeg?w=700&q=90
1288;Sardines dalam kaleng;Ya;Ikan;Makanan Berat;Tumis;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/12/7/e1a1bd4d-d7e9-48ea-aa3d-0566801c4ec9.jpg
1289;Sari Kedelai bubuk;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://media.istockphoto.com/id/1164293425/id/foto/bubuk-susu-kedelai-dalam-piring-kayu-yang-ditempatkan-di-tumpukan-biji-kedelai.jpg?s=1024x1024&w=is&k=20&c=n1B9DzPrJKQql3O3YBHY7LseqinI8NCWyqaY9h-AKwc=
1290;Sarimuka;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://cdn.yummy.co.id/content-images/images/20200413/KrnfHZ9pmu6mOFKig8QN5LoC7ev3vhPG-31353836373531353434d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp
1291;Sate;Tidak;Daging Ayam, Daging Kambing;Makanan Berat;Bakar;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/07/14053934/Mudah-Dibuat-di-Rumah-Ini-Resep-Sate-Ayam-Bumbu-Kacang-yang-Lezat-.jpg
1292;Sate ayam;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/07/14053934/Mudah-Dibuat-di-Rumah-Ini-Resep-Sate-Ayam-Bumbu-Kacang-yang-Lezat-.jpg
1293;Sate Bandeng;Tidak;Ikan;Makanan Berat;Bakar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg
1294;Sate kambing;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;https://cdn1-production-images-kly.akamaized.net/bLDquq0oaVBpG2NE_Lq0QTthaDo=/800x450/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4485302/original/008851000_1687970322-aa.jpg
1295;Sate Kulit;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;https://img.qraved.co/v2/image/data/over-1530587392136-x.png
1296;Sate penyu masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://booking-bali-villas.com/bali/wp-content/uploads/2014/10/Sate-Penyu-e1412911561808.jpg
1297;Sate pusut masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg
1298;Sate Usus;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg
1299;Sawi;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/02/sawi-hijau.jpg?fit=700%2C465&ssl=1
1300;Sawi putih / pecai segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1562321062/attached_image/simak-manfaat-sawi-putih-dan-cara-mengolahnya.jpg
1301;Sawi taiwan segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://bosmayur.com/wp-content/uploads/2020/10/SAWI-HIJAU-TAIWAN.jpg
1302;Sawi tanah segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://distan.sukabumikota.go.id/wp-content/uploads/2016/01/IMG_20130731_171016-e1452758317382.jpg
1303;Sawo;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn1-production-images-kly.akamaized.net/eVnBm_0nVZYWiS7WLvA-CnAq08E=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1512690/original/070088800_1487570161-sawo.jpg
1304;Sawo duren segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn-2.tstatic.net/kaltim/foto/bank/images/buah-sawo-duren.jpg
1305;Sawo kecik segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn-2.tstatic.net/kaltim/foto/bank/images/sawo-kecik.jpg
1306;Sawo Manila segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.kampustani.com/wp-content/uploads/2021/07/budidaya-sawo-manila.jpg
1307;Sayap ayam;;;;;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/09/19/resep-sayap-ayam-panggang-bumbu-kecap-pedas_43.jpeg?w=480
1308;Sayu Ares;Tidak;Sayur;Makanan Berat;Rebus;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/07/10/1764115767.jpg
1309;Sayur Anyang;Tidak;Sayur;Makanan Berat;Rebus;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/d6830b1333665e6e/400x400cq70/photo.jpg
1310;Sayur asam;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/05/21/resep-sayur-asem-jawa_43.jpeg?w=600&q=90
1311;Sayur asem;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://kbu-cdn.com/dk/wp-content/uploads/sayur-asem-betawi.jpg
1312;Sayur bunga pepaya;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://img.okezone.com/content/2016/08/11/298/1461224/resep-tumis-bunga-pepaya-anti-pahit-FVC55ioetB.jpg
1313;Sayur garu;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://image.akurat.co/images/uploads/images/akurat_20181220020604_MYQ3rr.jpg
1314;Sayur kohu-kohu;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Kohu-Kohu-1.jpg
1315;Sayur krecek;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/HvMXwQTzW8YLGYitrZMf-KafNXg=/0x0:1000x667/750x500/data/photo/2020/08/02/5f2650b1ca2f0.jpg
1316;Sayur lebui;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/25/sayur-lebuijpg-20210225095814.jpg
1317;Sayur lilin-terubuk;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/a038616fb592cfd1/680x482cq70/sayur-lilinterubuk-santan-foto-resep-utama.jpg
1318;Sayur lodeh;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://kurio-img.kurioapps.com/21/12/20/f712a185-de62-4365-a4a4-6d218b798158.jpe
1319;Sayur ndusuk;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2023/03/28/ndusuk-975786137.jpg
1320;Sayur sop;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://www.astronauts.id/blog/wp-content/uploads/2022/07/Resep-Sayur-Sop-Bening-Enak-dan-Gurih-Cocok-Saat-Tubuh-Kurang-Fit-1024x683.jpg
1321;Sayur umbut kelapa;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/H6v-Vuj_s2NuBQ1JVdAtUOraaOI=/0x0:998x562/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3603077/original/021559400_1634270571-shutterstock_2045298773.jpg
1322;Sayur umbut rotan;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/02702f896cf4ff96/680x482cq70/umbut-rotan-foto-resep-utama.jpg
1323;Selada;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.batamfresh.com/wp-content/uploads/2015/12/Selada-Keriting.jpg
1324;Selada Air;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/B_tax3ztCLedJZHexDnJ4iL3jjE=/1x66:1000x629/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3467088/original/065324800_1622175744-shutterstock_1891465237.jpg
1325;Selada Air rebus;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.yummy.co.id/content-images/images/20210709/49DvTl27doQU4KTcGvMeptYfrUCVyrTW-31363235383338343334d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp
1326;Seledri;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.bisnis.com/posts/2021/11/08/1463244/seledri.jpg
1327;Semangka;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Watermeloen.jpg/800px-Watermeloen.jpg
1328;Semur mendem;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://kurio-img.kurioapps.com/21/11/14/012239c1-cc17-4148-a7f1-fec26cf5c9a0.jpe
1329;Semur ayam;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;https://resepkoki.id/wp-content/uploads/2017/07/Resep-Semur-Ayam.jpg
1330;Semur Jengkol;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://assets.pikiran-rakyat.com/crop/0x135:1080x1215/x/photo/2020/11/25/1187166638.jpg
1331;Sente;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://1.bp.blogspot.com/-IS-d4Bkv3xk/XVlKMrBMdgI/AAAAAAAAHJg/KjUu1TZsi_cV66oChd1oVYlKEvm-K-vvQCLcBGAs/s1600/20190802_164326.jpg
1332;Sente talas segar;;;;;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/03/26/2627914496.png
1333;Sepi masakan;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/5816c55413474302/1200x630cq70/photo.jpg
1334;Serabi pandan;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/f559ee9dd951b556/680x482cq70/serabi-pandan-kuah-kinca-foto-resep-utama.jpg
1335;Serbuk Coklat;;;;;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://static.sehatq.com/content/review/image/1622196432.jpeg
1336;Serimping talas kebumen;;;;;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/1a5298e33a33b350a144b846d16c2be3
1337;Setrup sirup;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/05/10/resep-sirup-cocopandan-1.jpeg?w=720
1338;Setup kentang buncis;;;;;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/33c3945641be8339/680x482cq70/setup-sayuran-foto-resep-utama.jpg
1339;Shabu-shabu;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
1340;Sie reuboh masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;https://cdn0-production-images-kly.akamaized.net/9A6K5z9xgb8RkvkFIp5RFFE5b_o=/0x185:4800x2890/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3911399/original/008984200_1642826892-shutterstock_2081704363.jpg
1341;Singkah (rotan muda);;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://cdn.yummy.co.id/content-images/images/20210218/Nx9961dOuX853cCpRzqB4Vx1QrnG3P8A-31363133363139383438d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_600,h_600,m_fixed,image/format,webp
1342;Singkong Goreng;Tidak;Umbi-umbian;Makanan Ringan;Goreng;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/cc2443ed9e385129/1200x630cq70/photo.jpg
1343;Singkong kukus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/5kSIoZRz5urTHMM1PdoIQ64E0zU=/0x0:996x664/750x500/data/photo/2021/08/21/61208628cd52c.jpg
1344;Singkong Rebus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/7e19785f315a938d/1200x630cq70/photo.jpg
1345;Singkong tape;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://image-cdn.medkomtek.com/KWOw6uO2QBAVuCumxbrxIkbIIek=/1200x675/smart/klikdokter-media-buckets/medias/2321509/original/051458700_1606124573-Awas-Kebanyakan-Makan-Tape-Singkong-Bikin-Keputihan-shutterstock_1790685980.jpg
1346;Siomay;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;https://asset.kompas.com/crops/Nru6WNgEHqEe1ttSn9rmSCdeMs4=/0x0:1000x667/750x500/data/photo/2021/05/23/60aa371ed27a5.jpg
1347;Sirsak;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//92/MTA-8800055/afcbandung_buah_sirsak_segar_1kg_full01_uo07vdm9.jpg
1348;Sirsak, Segar;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//92/MTA-8800055/afcbandung_buah_sirsak_segar_1kg_full01_uo07vdm9.jpg
1349;Sirup;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://ik.trn.asia/uploads/2023/03/1679317359376.jpeg
1350;Sop ayam kombinasi;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;https://img-global.cpcdn.com/recipes/e63567a77bb13cfb/680x482cq70/sup-ayam-kombinasi-foto-resep-utama.jpg
1351;Sop bayam;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/32a1d30bfd67f103/680x482cq70/sup-bayam-bening-segar-sehat-foto-resep-utama.jpg
1352;Sop buntut;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/red-meats-&-red-meat-dishes/oxtail-soup/main-header.jpg
1353;Sop buntut masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://img-global.cpcdn.com/recipes/91727f982ad54daa/1200x630cq70/photo.jpg
1354;Sop daging sapi;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2021/02/20/sop-daging-kuah-bening-ala-jawa.jpeg?w=600&q=90
1355;Sop daging sapi masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://img.okezone.com/content/2020/02/27/298/2175054/resep-sayur-sop-daging-masakan-rumahan-paling-populer-24WHr0ACJo.jpg
1356;Sop kaki sapi;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://o-cdn-cas.sirclocdn.com/parenting/images/58430449_512714229258945_85241650.width-800.format-webp_6MqpNFP.webp
1357;Sop kaki sapi masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://www.ruparupa.com/blog/wp-content/uploads/2021/06/Screen-Shot-2021-06-21-at-14.11.27.png
1358;Sop kambing;Tidak;Daging Kambing;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;https://asset.kompas.com/crops/T-E7vqK3H4wdcQdkceRhNvCUk_o=/0x0:1000x667/750x500/data/photo/2022/07/10/62ca2f2f81167.jpg
1359;Sop kambing masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;https://asset.kompas.com/crops/4BopB2so0iCh5Dj_6QkB41md3B0=/3x0:700x465/750x500/data/photo/2021/01/15/6000de7b45e69.jpg
1360;Sop kimlo;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/03/07/resep-sup-kimlo-dengan-kulit-tahu-1_43.jpeg?w=1200
1361;Sop konro;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://asset.kompas.com/crops/t9vL2Z6ZAjt7cnpl05cuYOfd2k4=/129x72:651x420/750x500/data/photo/2020/07/30/5f22636a0e7e0.jpg
1362;Sop konro masakan;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://asset.kompas.com/crops/t9vL2Z6ZAjt7cnpl05cuYOfd2k4=/129x72:651x420/750x500/data/photo/2020/07/30/5f22636a0e7e0.jpg
1363;Sop Kool;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://gallery-jateng.poskota.co.id/storage/Foto/2020/1608103380_1-org.png
1364;Sop Kool dan Wortel;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/8adcb73d8f012620/680x482cq70/sop-kol-simple-foto-resep-utama.jpg
1365;Sop mutiara jagung;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/c0ebb1d8209acd29/680x482cq70/sop-mutiara-foto-resep-utama.jpg
1366;Sop oyong misoa;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/a5b466e9dccc635e/680x482cq70/sayur-oyong-misoa-foto-resep-utama.jpg
1367;Sop oyong telur puyuh;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/c1e38ae675229050/680x482cq70/sop-oyong-telur-puyuh-foto-resep-utama.jpg
1368;Sop sapi;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2021/02/20/sop-daging-kuah-bening-ala-jawa.jpeg?w=600&q=90
1369;Sop saudara;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/1/12/Sop_saudara.JPG
1370;Sop saudara masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://resepkoki.id/wp-content/uploads/2018/03/Resep-Sop-Sodara.jpg
1371;Sop telur puyuh;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://asset.kompas.com/crops/mQu00h9aymHU5h44TZzS9UjihYM=/3x0:700x465/750x500/data/photo/2021/06/17/60cb1fe82a851.jpg
